Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,4.282e-26
6.6667,6.694e-11
6.75,1.215e-07
6.8333,3.19e-06
6.9167,1.405e-05
7.0,4.066e-05
7.0833,8.977e-05
7.1667,0.0001678
7.25,0.0002776
7.3333,0.0004292
7.4167,0.0006197
7.5,0.0008612
7.5833,0.001163
7.6667,0.001538
7.75,0.001999
7.8333,0.002561
7.9167,0.003238
8.0,0.004046
8.0833,0.004999
8.1667,0.006112
8.25,0.007397
8.3333,0.008869
8.4167,0.01054
8.5,0.01241
8.5833,0.01451
8.6667,0.01682
8.75,0.01937
8.8333,0.02216
8.9167,0.02519
9.0,0.02846
9.0833,0.03199
9.1667,0.03576
9.25,0.03978
9.3333,0.04404
9.4167,0.04854
9.5,0.05327
9.5833,0.05824
9.6667,0.06342
9.75,0.06881
9.8333,0.0744
9.9167,0.08017
10.0,0.08612
10.0833,0.09223
10.1667,0.09846
10.25,0.1048
10.3333,0.1113
10.4167,0.1179
10.5,0.1245
10.5833,0.1312
10.6667,0.1379
10.75,0.1447
10.8333,0.1514
10.9167,0.158
11.0,0.1646
11.0833,0.1712
11.1667,0.1777
11.25,0.1841
11.3333,0.1903
11.4167,0.1963
11.5,0.2022
11.5833,0.2079
11.6667,0.2134
11.75,0.2186
11.8333,0.2236
11.9167,0.2282
12.0,0.2329
12.0833,0.237
12.1667,0.2409
12.25,0.2444
12.3333,0.2476
12.4167,0.2505
12.5,0.253
12.5833,0.2552
12.6667,0.2569
12.75,0.2583
12.8333,0.2594
12.9167,0.2601
13.0,0.2602
13.0833,0.2602
13.1667,0.2597
13.25,0.2589
13.3333,0.2576
13.4167,0.256
13.5,0.2538
13.5833,0.2516
13.6667,0.2489
13.75,0.2459
13.8333,0.2425
13.9167,0.2387
14.0,0.2347
14.0833,0.2304
14.1667,0.2258
14.25,0.2209
14.3333,0.2157
14.4167,0.2104
14.5,0.2048
14.5833,0.199
14.6667,0.1929
14.75,0.1868
14.8333,0.1805
14.9167,0.1741
15.0,0.1676
15.0833,0.161
15.1667,0.1543
15.25,0.1476
15.3333,0.1409
15.4167,0.1342
15.5,0.1275
15.5833,0.1208
15.6667,0.1142
15.75,0.1077
15.8333,0.1013
15.9167,0.09497
16.0,0.08881
16.0833,0.08279
16.1667,0.07694
16.25,0.07127
16.3333,0.06579
16.4167,0.06051
16.5,0.05546
16.5833,0.05062
16.6667,0.04602
16.75,0.04165
16.8333,0.03752
16.9167,0.03364
17.0,0.03001
17.0833,0.02662
17.1667,0.02349
17.25,0.02059
17.3333,0.01794
17.4167,0.01552
17.5,0.01333
17.5833,0.01136
17.6667,0.009595
17.75,0.008038
17.8333,0.006671
17.9167,0.005482
18.0,0.004459
18.0833,0.003588
18.1667,0.002854
18.25,0.002242
18.3333,0.001737
18.4167,0.001325
18.5,0.0009912
18.5833,0.0007235
18.6667,0.0005108
18.75,0.0003455
18.8333,0.0002144
18.9167,0.0001217
19.0,6.024e-05
19.0833,2.391e-05
19.1667,6.796e-06
19.25,8.772e-07
19.3333,4.893e-09
19.4167,4.717e-16
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
