Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,0.0
7.0,0.0
7.0833,0.0
7.1667,0.0
7.25,3.609e-31
7.3333,5.173e-12
7.4167,3.502e-08
7.5,1.813e-06
7.5833,9.215e-06
7.6667,2.823e-05
7.75,6.479e-05
7.8333,0.0001246
7.9167,0.0002105
8.0,0.0003305
8.0833,0.0004779
8.1667,0.0006646
8.25,0.0008953
8.3333,0.001178
8.4167,0.00152
8.5,0.001933
8.5833,0.002425
8.6667,0.003006
8.75,0.003688
8.8333,0.004477
8.9167,0.005384
9.0,0.006415
9.0833,0.007578
9.1667,0.008878
9.25,0.01032
9.3333,0.01191
9.4167,0.01365
9.5,0.01553
9.5833,0.01757
9.6667,0.01977
9.75,0.02211
9.8333,0.0246
9.9167,0.02723
10.0,0.03001
10.0833,0.03292
10.1667,0.03595
10.25,0.03911
10.3333,0.04238
10.4167,0.04575
10.5,0.04922
10.5833,0.05278
10.6667,0.0564
10.75,0.06009
10.8333,0.06382
10.9167,0.06759
11.0,0.07138
11.0833,0.07518
11.1667,0.07897
11.25,0.08275
11.3333,0.08649
11.4167,0.09018
11.5,0.09382
11.5833,0.09738
11.6667,0.1008
11.75,0.1042
11.8333,0.1075
11.9167,0.1106
12.0,0.1136
12.0833,0.1164
12.1667,0.1191
12.25,0.1216
12.3333,0.1239
12.4167,0.126
12.5,0.1278
12.5833,0.1295
12.6667,0.1311
12.75,0.1324
12.8333,0.1334
12.9167,0.1342
13.0,0.1347
13.0833,0.1351
13.1667,0.1352
13.25,0.1351
13.3333,0.1347
13.4167,0.1341
13.5,0.1333
13.5833,0.1322
13.6667,0.1309
13.75,0.1294
13.8333,0.1277
13.9167,0.1257
14.0,0.1235
14.0833,0.1213
14.1667,0.1187
14.25,0.1161
14.3333,0.1132
14.4167,0.1102
14.5,0.1071
14.5833,0.1038
14.6667,0.1004
14.75,0.09695
14.8333,0.09338
14.9167,0.08974
15.0,0.08604
15.0833,0.0823
15.1667,0.07852
15.25,0.07473
15.3333,0.07093
15.4167,0.06713
15.5,0.06337
15.5833,0.05964
15.6667,0.05596
15.75,0.05235
15.8333,0.0488
15.9167,0.04535
16.0,0.04198
16.0833,0.03873
16.1667,0.03558
16.25,0.03256
16.3333,0.02967
16.4167,0.02691
16.5,0.02429
16.5833,0.02182
16.6667,0.0195
16.75,0.01732
16.8333,0.0153
16.9167,0.01343
17.0,0.01171
17.0833,0.01014
17.1667,0.008715
17.25,0.007432
17.3333,0.006285
17.4167,0.005269
17.5,0.004377
17.5833,0.003601
17.6667,0.002932
17.75,0.002361
17.8333,0.001879
17.9167,0.001476
18.0,0.001141
18.0833,0.0008653
18.1667,0.0006401
18.25,0.0004584
18.3333,0.0003156
18.4167,0.0002008
18.5,0.0001159
18.5833,5.936e-05
18.6667,2.503e-05
18.75,7.826e-06
18.8333,1.38e-06
18.9167,1.771e-08
19.0,3.941e-13
19.0833,3.795e-40
19.1667,0.0
19.25,0.0
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
