Hour,Data
7.0,0.0
7.0833,1.457e-17
7.1667,1.496e-07
7.25,1.246e-05
7.3333,0.0001156
7.4167,0.0004979
7.5,0.001518
7.5833,0.003805
7.6667,0.007971
7.75,0.01427
7.8333,0.02363
7.9167,0.03506
8.0,0.04901
8.0833,0.06543
8.1667,0.08435
8.25,0.1059
8.3333,0.1301
8.4167,0.1572
8.5,0.1872
8.5833,0.2205
8.6667,0.2569
8.75,0.2968
8.8333,0.3402
8.9167,0.3873
9.0,0.4381
9.0833,0.4926
9.1667,0.551
9.25,0.6134
9.3333,0.6796
9.4167,0.7496
9.5,0.8235
9.5833,0.9012
9.6667,0.9827
9.75,1.068
9.8333,1.156
9.9167,1.248
10.0,1.343
10.0833,1.441
10.1667,1.542
10.25,1.645
10.3333,1.751
10.4167,1.858
10.5,1.968
10.5833,2.078
10.6667,2.19
10.75,2.303
10.8333,2.416
10.9167,2.529
11.0,2.642
11.0833,2.754
11.1667,2.866
11.25,2.976
11.3333,3.084
11.4167,3.191
11.5,3.295
11.5833,3.397
11.6667,3.495
11.75,3.59
11.8333,3.681
11.9167,3.769
12.0,3.851
12.0833,3.931
12.1667,4.004
12.25,4.073
12.3333,4.135
12.4167,4.194
12.5,4.244
12.5833,4.292
12.6667,4.331
12.75,4.365
12.8333,4.393
12.9167,4.414
13.0,4.428
13.0833,4.436
13.1667,4.437
13.25,4.431
13.3333,4.419
13.4167,4.401
13.5,4.376
13.5833,4.345
13.6667,4.307
13.75,4.262
13.8333,4.213
13.9167,4.157
14.0,4.096
14.0833,4.03
14.1667,3.958
14.25,3.88
14.3333,3.8
14.4167,3.714
14.5,3.623
14.5833,3.53
14.6667,3.432
14.75,3.332
14.8333,3.229
14.9167,3.123
15.0,3.015
15.0833,2.906
15.1667,2.795
15.25,2.683
15.3333,2.57
15.4167,2.457
15.5,2.344
15.5833,2.231
15.6667,2.119
15.75,2.008
15.8333,1.898
15.9167,1.79
16.0,1.683
16.0833,1.579
16.1667,1.477
16.25,1.378
16.3333,1.282
16.4167,1.189
16.5,1.099
16.5833,1.013
16.6667,0.9304
16.75,0.8513
16.8333,0.776
16.9167,0.7045
17.0,0.6369
17.0833,0.5732
17.1667,0.5134
17.25,0.4575
17.3333,0.4053
17.4167,0.3569
17.5,0.3122
17.5833,0.2711
17.6667,0.2333
17.75,0.199
17.8333,0.1678
17.9167,0.1396
18.0,0.1144
18.0833,0.0919
18.1667,0.07205
18.25,0.05473
18.3333,0.03988
18.4167,0.0275
18.5,0.01725
18.5833,0.01003
18.6667,0.00503
18.75,0.002189
18.8333,0.0007684
18.9167,0.0002112
