Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,0.0
7.0,0.0
7.0833,0.0
7.1667,0.0
7.25,0.0
7.3333,1.713e-36
7.4167,8.83e-13
7.5,1.37e-08
7.5833,1.196e-06
7.6667,7.828e-06
7.75,2.509e-05
7.8333,6.093e-05
7.9167,0.0001204
8.0,0.0002053
8.0833,0.0003183
8.1667,0.00047
8.25,0.0006505
8.3333,0.000872
8.4167,0.001141
8.5,0.001466
8.5833,0.001856
8.6667,0.002323
8.75,0.002876
8.8333,0.003525
8.9167,0.004281
9.0,0.005152
9.0833,0.006146
9.1667,0.007271
9.25,0.008534
9.3333,0.009938
9.4167,0.01149
9.5,0.01319
9.5833,0.01504
9.6667,0.01704
9.75,0.01919
9.8333,0.02148
9.9167,0.02392
10.0,0.02651
10.0833,0.02922
10.1667,0.03207
10.25,0.03503
10.3333,0.03811
10.4167,0.04129
10.5,0.04456
10.5833,0.04791
10.6667,0.05133
10.75,0.0548
10.8333,0.05832
10.9167,0.06187
11.0,0.06543
11.0833,0.06899
11.1667,0.07255
11.25,0.07607
11.3333,0.07955
11.4167,0.08298
11.5,0.08634
11.5833,0.08961
11.6667,0.09279
11.75,0.09586
11.8333,0.0988
11.9167,0.1016
12.0,0.1043
12.0833,0.1068
12.1667,0.1091
12.25,0.1113
12.3333,0.1132
12.4167,0.115
12.5,0.1166
12.5833,0.1179
12.6667,0.1191
12.75,0.12
12.8333,0.1207
12.9167,0.1211
13.0,0.1214
13.0833,0.1214
13.1667,0.1212
13.25,0.1207
13.3333,0.12
13.4167,0.1191
13.5,0.118
13.5833,0.1167
13.6667,0.1151
13.75,0.1133
13.8333,0.1114
13.9167,0.1093
14.0,0.1069
14.0833,0.1044
14.1667,0.1018
14.25,0.09899
14.3333,0.09606
14.4167,0.093
14.5,0.08983
14.5833,0.08656
14.6667,0.08321
14.75,0.07978
14.8333,0.0763
14.9167,0.07278
15.0,0.06923
15.0833,0.06567
15.1667,0.0621
15.25,0.05855
15.3333,0.05503
15.4167,0.05156
15.5,0.04813
15.5833,0.04478
15.6667,0.0415
15.75,0.03832
15.8333,0.03523
15.9167,0.03226
16.0,0.02941
16.0833,0.02668
16.1667,0.02409
16.25,0.02164
16.3333,0.01933
16.4167,0.01718
16.5,0.01517
16.5833,0.01331
16.6667,0.0116
16.75,0.01004
16.8333,0.008623
16.9167,0.007352
17.0,0.006218
17.0833,0.005214
17.1667,0.004335
17.25,0.003572
17.3333,0.002916
17.4167,0.002357
17.5,0.001885
17.5833,0.00149
17.6667,0.001161
17.75,0.0008886
17.8333,0.0006642
17.9167,0.000481
18.0,0.000328
18.0833,0.0002114
18.1667,0.0001246
18.25,6.402e-05
18.3333,2.71e-05
18.4167,8.503e-06
18.5,1.44e-06
18.5833,2.014e-08
18.6667,2.98e-12
18.75,1.567e-31
18.8333,0.0
18.9167,0.0
19.0,0.0
19.0833,0.0
19.1667,0.0
19.25,0.0
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
