Hour,Data
7.0,0.0
7.0833,0.0
7.1667,0.0
7.25,3.251e-20
7.3333,7.082e-08
7.4167,9.576e-06
7.5,9.452e-05
7.5833,0.0004219
7.6667,0.001335
7.75,0.003326
7.8333,0.007095
7.9167,0.01321
8.0,0.02179
8.0833,0.03248
8.1667,0.04571
8.25,0.06133
8.3333,0.07935
8.4167,0.09985
8.5,0.1229
8.5833,0.1487
8.6667,0.1772
8.75,0.2088
8.8333,0.2433
8.9167,0.2811
9.0,0.3222
9.0833,0.3666
9.1667,0.4145
9.25,0.4658
9.3333,0.5207
9.4167,0.5791
9.5,0.641
9.5833,0.7065
9.6667,0.7754
9.75,0.8476
9.8333,0.9231
9.9167,1.002
10.0,1.083
10.0833,1.168
10.1667,1.255
10.25,1.345
10.3333,1.437
10.4167,1.531
10.5,1.626
10.5833,1.724
10.6667,1.822
10.75,1.922
10.8333,2.022
10.9167,2.122
11.0,2.222
11.0833,2.322
11.1667,2.422
11.25,2.52
11.3333,2.618
11.4167,2.713
11.5,2.807
11.5833,2.899
11.6667,2.987
11.75,3.073
11.8333,3.156
11.9167,3.236
12.0,3.311
12.0833,3.383
12.1667,3.45
12.25,3.514
12.3333,3.572
12.4167,3.624
12.5,3.672
12.5833,3.716
12.6667,3.753
12.75,3.785
12.8333,3.812
12.9167,3.832
13.0,3.846
13.0833,3.855
13.1667,3.857
13.25,3.854
13.3333,3.845
13.4167,3.83
13.5,3.809
13.5833,3.782
13.6667,3.75
13.75,3.711
13.8333,3.667
13.9167,3.62
14.0,3.566
14.0833,3.507
14.1667,3.443
14.25,3.376
14.3333,3.304
14.4167,3.228
14.5,3.148
14.5833,3.065
14.6667,2.978
14.75,2.889
14.8333,2.797
14.9167,2.704
15.0,2.608
15.0833,2.51
15.1667,2.412
15.25,2.312
15.3333,2.212
15.4167,2.112
15.5,2.011
15.5833,1.911
15.6667,1.812
15.75,1.714
15.8333,1.617
15.9167,1.521
16.0,1.427
16.0833,1.336
16.1667,1.246
16.25,1.159
16.3333,1.075
16.4167,0.9935
16.5,0.9152
16.5833,0.84
16.6667,0.7681
16.75,0.6996
16.8333,0.6345
16.9167,0.5729
17.0,0.5149
17.0833,0.4604
17.1667,0.4094
17.25,0.3619
17.3333,0.3178
17.4167,0.2771
17.5,0.2397
17.5833,0.2054
17.6667,0.1742
17.75,0.1459
17.8333,0.1204
17.9167,0.09762
18.0,0.07739
18.0833,0.05962
18.1667,0.04425
18.25,0.03127
18.3333,0.02066
18.4167,0.01233
18.5,0.006708
18.5833,0.00309
18.6667,0.001193
18.75,0.0003697
18.8333,7.716e-05
18.9167,7.37e-06
