Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,0.0
7.0,0.0
7.0833,1.541e-29
7.1667,1.209e-11
7.25,4.461e-08
7.3333,2.356e-06
7.4167,1.208e-05
7.5,3.694e-05
7.5833,8.603e-05
7.6667,0.0001642
7.75,0.0002711
7.8333,0.0004227
7.9167,0.0006065
8.0,0.000838
8.0833,0.001125
8.1667,0.001479
8.25,0.001913
8.3333,0.002441
8.4167,0.003079
8.5,0.003843
8.5833,0.004745
8.6667,0.005801
8.75,0.007024
8.8333,0.008427
8.9167,0.01002
9.0,0.01181
9.0833,0.01381
9.1667,0.01603
9.25,0.01847
9.3333,0.02113
9.4167,0.02401
9.5,0.02713
9.5833,0.03047
9.6667,0.03404
9.75,0.03783
9.8333,0.04183
9.9167,0.04604
10.0,0.05045
10.0833,0.05505
10.1667,0.05981
10.25,0.06475
10.3333,0.06983
10.4167,0.07505
10.5,0.08039
10.5833,0.08583
10.6667,0.09136
10.75,0.09695
10.8333,0.1026
10.9167,0.1082
11.0,0.1139
11.0833,0.1196
11.1667,0.1252
11.25,0.1308
11.3333,0.1363
11.4167,0.1417
11.5,0.147
11.5833,0.1521
11.6667,0.1572
11.75,0.1621
11.8333,0.1667
11.9167,0.1712
12.0,0.1755
12.0833,0.1795
12.1667,0.1833
12.25,0.1868
12.3333,0.1901
12.4167,0.1929
12.5,0.1957
12.5833,0.1979
12.6667,0.2001
12.75,0.2018
12.8333,0.2032
12.9167,0.2043
13.0,0.205
13.0833,0.2055
13.1667,0.2055
13.25,0.2052
13.3333,0.2046
13.4167,0.2037
13.5,0.2024
13.5833,0.2008
13.6667,0.1988
13.75,0.1966
13.8333,0.194
13.9167,0.1911
14.0,0.188
14.0833,0.1846
14.1667,0.1808
14.25,0.1769
14.3333,0.1727
14.4167,0.1684
14.5,0.1638
14.5833,0.159
14.6667,0.154
14.75,0.1489
14.8333,0.1436
14.9167,0.1382
15.0,0.1328
15.0833,0.1272
15.1667,0.1216
15.25,0.116
15.3333,0.1103
15.4167,0.1046
15.5,0.09898
15.5833,0.09337
15.6667,0.08782
15.75,0.08235
15.8333,0.07698
15.9167,0.07171
16.0,0.06658
16.0833,0.06159
16.1667,0.05675
16.25,0.05209
16.3333,0.04762
16.4167,0.04334
16.5,0.03926
16.5833,0.03539
16.6667,0.03175
16.75,0.02832
16.8333,0.02512
16.9167,0.02215
17.0,0.01941
17.0833,0.01689
17.1667,0.01459
17.25,0.01252
17.3333,0.01065
17.4167,0.008984
17.5,0.007514
17.5833,0.006227
17.6667,0.005111
17.75,0.004154
17.8333,0.003342
17.9167,0.00266
18.0,0.002094
18.0833,0.001627
18.1667,0.001246
18.25,0.000936
18.3333,0.0006855
18.4167,0.0004846
18.5,0.0003197
18.5833,0.0002001
18.6667,0.0001101
18.75,5.223e-05
18.8333,1.886e-05
18.9167,4.784e-06
19.0,3.029e-07
19.0833,6.509e-10
19.1667,4.517e-19
19.25,0.0
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
