Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,2.131e-24
6.8333,1.004e-10
6.9167,1.284e-07
7.0,3.669e-06
7.0833,1.623e-05
7.1667,4.728e-05
7.25,0.0001052
7.3333,0.0001963
7.4167,0.0003183
7.5,0.0004891
7.5833,0.0006997
7.6667,0.0009649
7.75,0.001296
7.8333,0.001708
7.9167,0.002216
8.0,0.002838
8.0833,0.003593
8.1667,0.004499
8.25,0.005572
8.3333,0.006831
8.4167,0.008292
8.5,0.009969
8.5833,0.01188
8.6667,0.01402
8.75,0.01643
8.8333,0.01909
8.9167,0.02203
9.0,0.02525
9.0833,0.02875
9.1667,0.03253
9.25,0.03659
9.3333,0.04095
9.4167,0.04557
9.5,0.05048
9.5833,0.05565
9.6667,0.06109
9.75,0.06677
9.8333,0.07269
9.9167,0.07884
10.0,0.08519
10.0833,0.09174
10.1667,0.09845
10.25,0.1053
10.3333,0.1123
10.4167,0.1195
10.5,0.1267
10.5833,0.134
10.6667,0.1413
10.75,0.1487
10.8333,0.1561
10.9167,0.1634
11.0,0.1707
11.0833,0.178
11.1667,0.1851
11.25,0.1922
11.3333,0.1988
11.4167,0.2058
11.5,0.2124
11.5833,0.2188
11.6667,0.2249
11.75,0.2308
11.8333,0.2364
11.9167,0.2418
12.0,0.2468
12.0833,0.2516
12.1667,0.256
12.25,0.26
12.3333,0.2638
12.4167,0.2671
12.5,0.27
12.5833,0.2725
12.6667,0.2748
12.75,0.2766
12.8333,0.2779
12.9167,0.2789
13.0,0.2794
13.0833,0.2795
13.1667,0.2792
13.25,0.2784
13.3333,0.2773
13.4167,0.2757
13.5,0.2737
13.5833,0.2713
13.6667,0.2686
13.75,0.2655
13.8333,0.2619
13.9167,0.258
14.0,0.2538
14.0833,0.2492
14.1667,0.2443
14.25,0.2391
14.3333,0.2336
14.4167,0.2278
14.5,0.2218
14.5833,0.2156
14.6667,0.2091
14.75,0.2024
14.8333,0.1956
14.9167,0.1887
15.0,0.1816
15.0833,0.1744
15.1667,0.167
15.25,0.1597
15.3333,0.1524
15.4167,0.145
15.5,0.1376
15.5833,0.1303
15.6667,0.1231
15.75,0.1159
15.8333,0.1088
15.9167,0.1019
16.0,0.09506
16.0833,0.08843
16.1667,0.08197
16.25,0.07572
16.3333,0.06969
16.4167,0.06389
16.5,0.05833
16.5833,0.05303
16.6667,0.04799
16.75,0.04322
16.8333,0.03873
16.9167,0.03452
17.0,0.0306
17.0833,0.02696
17.1667,0.02361
17.25,0.02053
17.3333,0.01773
17.4167,0.0152
17.5,0.01292
17.5833,0.0109
17.6667,0.009106
17.75,0.00754
17.8333,0.006182
17.9167,0.005018
18.0,0.004031
18.0833,0.003202
18.1667,0.002516
18.25,0.001952
18.3333,0.001494
18.4167,0.001124
18.5,0.0008268
18.5833,0.0005898
18.6667,0.000404
18.75,0.0002545
18.8333,0.0001462
18.9167,7.309e-05
19.0,2.929e-05
19.0833,8.419e-06
19.1667,1.112e-06
19.25,7.482e-09
19.3333,1.686e-14
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
