Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,0.0
7.0,0.0
7.0833,0.0
7.1667,0.0
7.25,0.0
7.3333,0.0
7.4167,1.099e-18
7.5,5.787e-10
7.5833,2.317e-07
7.6667,3.986e-06
7.75,1.537e-05
7.8333,4.263e-05
7.9167,8.963e-05
8.0,0.0001628
8.0833,0.0002625
8.1667,0.0004012
8.25,0.0005666
8.3333,0.0007721
8.4167,0.001023
8.5,0.001329
8.5833,0.001697
8.6667,0.00214
8.75,0.002666
8.8333,0.003288
8.9167,0.004014
9.0,0.004855
9.0833,0.005819
9.1667,0.006914
9.25,0.008147
9.3333,0.009523
9.4167,0.01105
9.5,0.01272
9.5833,0.01455
9.6667,0.01654
9.75,0.01868
9.8333,0.02097
9.9167,0.02342
10.0,0.02601
10.0833,0.02875
10.1667,0.03162
10.25,0.03462
10.3333,0.03775
10.4167,0.04099
10.5,0.04433
10.5833,0.04777
10.6667,0.05129
10.75,0.05488
10.8333,0.05852
10.9167,0.0622
11.0,0.06592
11.0833,0.06965
11.1667,0.07339
11.25,0.07711
11.3333,0.0808
11.4167,0.08445
11.5,0.08805
11.5833,0.09157
11.6667,0.095
11.75,0.09834
11.8333,0.1016
11.9167,0.1047
12.0,0.1076
12.0833,0.1104
12.1667,0.1131
12.25,0.1156
12.3333,0.1178
12.4167,0.1199
12.5,0.1218
12.5833,0.1235
12.6667,0.125
12.75,0.1262
12.8333,0.1273
12.9167,0.1281
13.0,0.1286
13.0833,0.1289
13.1667,0.129
13.25,0.1289
13.3333,0.1285
13.4167,0.1278
13.5,0.127
13.5833,0.1259
13.6667,0.1245
13.75,0.123
13.8333,0.1213
13.9167,0.1193
14.0,0.1171
14.0833,0.1148
14.1667,0.1122
14.25,0.1095
14.3333,0.1067
14.4167,0.1037
14.5,0.1005
14.5833,0.09728
14.6667,0.0939
14.75,0.09043
14.8333,0.08689
14.9167,0.08327
15.0,0.07961
15.0833,0.07591
15.1667,0.07218
15.25,0.06844
15.3333,0.06472
15.4167,0.061
15.5,0.05733
15.5833,0.0537
15.6667,0.05014
15.75,0.04665
15.8333,0.04324
15.9167,0.03993
16.0,0.03672
16.0833,0.03364
16.1667,0.03067
16.25,0.02784
16.3333,0.02515
16.4167,0.02261
16.5,0.02021
16.5833,0.01797
16.6667,0.01588
16.75,0.01394
16.8333,0.01216
16.9167,0.01053
17.0,0.009059
17.0833,0.00773
17.1667,0.006543
17.25,0.005491
17.3333,0.004568
17.4167,0.003766
17.5,0.003075
17.5833,0.002485
17.6667,0.001987
17.75,0.00157
17.8333,0.001223
17.9167,0.0009361
18.0,0.0007005
18.0833,0.0005085
18.1667,0.0003562
18.25,0.0002313
18.3333,0.0001363
18.4167,7.273e-05
18.5,3.113e-05
18.5833,1.032e-05
18.6667,2.097e-06
18.75,4.54e-08
18.8333,2.093e-11
18.9167,1.92e-26
19.0,0.0
19.0833,0.0
19.1667,0.0
19.25,0.0
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
