Hour,Data
7.0,0.0
7.0833,1.607e-15
7.1667,3.958e-07
7.25,1.67e-05
7.3333,0.0001365
7.4167,0.000539
7.5,0.001592
7.5833,0.003831
7.6667,0.007786
7.75,0.01379
7.8333,0.02264
7.9167,0.03332
8.0,0.04629
8.0833,0.06146
8.1667,0.07888
8.25,0.09862
8.3333,0.1208
8.4167,0.1455
8.5,0.1728
8.5833,0.2029
8.6667,0.2358
8.75,0.2717
8.8333,0.3107
8.9167,0.3528
9.0,0.3982
9.0833,0.4468
9.1667,0.4988
9.25,0.5542
9.3333,0.6129
9.4167,0.6749
9.5,0.7403
9.5833,0.809
9.6667,0.881
9.75,0.9561
9.8333,1.034
9.9167,1.115
10.0,1.199
10.0833,1.286
10.1667,1.375
10.25,1.466
10.3333,1.559
10.4167,1.654
10.5,1.751
10.5833,1.849
10.6667,1.948
10.75,2.047
10.8333,2.147
10.9167,2.248
11.0,2.348
11.0833,2.448
11.1667,2.547
11.25,2.644
11.3333,2.741
11.4167,2.835
11.5,2.928
11.5833,3.019
11.6667,3.106
11.75,3.191
11.8333,3.272
11.9167,3.35
12.0,3.424
12.0833,3.494
12.1667,3.559
12.25,3.621
12.3333,3.678
12.4167,3.729
12.5,3.775
12.5833,3.816
12.6667,3.852
12.75,3.882
12.8333,3.906
12.9167,3.924
13.0,3.937
13.0833,3.944
13.1667,3.945
13.25,3.94
13.3333,3.929
13.4167,3.912
13.5,3.89
13.5833,3.861
13.6667,3.827
13.75,3.788
13.8333,3.743
13.9167,3.693
14.0,3.638
14.0833,3.578
14.1667,3.514
14.25,3.445
14.3333,3.372
14.4167,3.296
14.5,3.214
14.5833,3.131
14.6667,3.044
14.75,2.955
14.8333,2.863
14.9167,2.769
15.0,2.673
15.0833,2.575
15.1667,2.477
15.25,2.377
15.3333,2.277
15.4167,2.177
15.5,2.077
15.5833,1.977
15.6667,1.878
15.75,1.779
15.8333,1.682
15.9167,1.587
16.0,1.493
16.0833,1.401
16.1667,1.312
16.25,1.224
16.3333,1.14
16.4167,1.058
16.5,0.9788
16.5833,0.9028
16.6667,0.8299
16.75,0.7602
16.8333,0.6939
16.9167,0.6308
17.0,0.5711
17.0833,0.5148
17.1667,0.4618
17.25,0.4122
17.3333,0.3659
17.4167,0.3228
17.5,0.283
17.5833,0.2461
17.6667,0.2123
17.75,0.1814
17.8333,0.1533
17.9167,0.1278
18.0,0.1049
18.0833,0.0845
18.1667,0.0664
18.25,0.05057
18.3333,0.03696
18.4167,0.02557
18.5,0.01625
18.5833,0.009337
18.6667,0.0048
18.75,0.002114
18.8333,0.0007518
18.9167,0.0002136
