Hour,Data
7.0,0.008422
7.0833,0.01488
7.1667,0.02456
7.25,0.03644
7.3333,0.05088
7.4167,0.06789
7.5,0.08755
7.5833,0.11
7.6667,0.1354
7.75,0.1639
7.8333,0.1957
7.9167,0.231
8.0,0.27
8.0833,0.3129
8.1667,0.3598
8.25,0.4109
8.3333,0.4665
8.4167,0.5265
8.5,0.5912
8.5833,0.6607
8.6667,0.7349
8.75,0.8141
8.8333,0.8984
8.9167,0.9876
9.0,1.082
9.0833,1.181
9.1667,1.285
9.25,1.394
9.3333,1.508
9.4167,1.626
9.5,1.749
9.5833,1.876
9.6667,2.008
9.75,2.143
9.8333,2.282
9.9167,2.424
10.0,2.569
10.0833,2.716
10.1667,2.866
10.25,3.018
10.3333,3.171
10.4167,3.326
10.5,3.482
10.5833,3.638
10.6667,3.794
10.75,3.949
10.8333,4.104
10.9167,4.257
11.0,4.408
11.0833,4.558
11.1667,4.704
11.25,4.845
11.3333,4.988
11.4167,5.124
11.5,5.255
11.5833,5.381
11.6667,5.503
11.75,5.62
11.8333,5.73
11.9167,5.835
12.0,5.93
12.0833,6.023
12.1667,6.107
12.25,6.182
12.3333,6.252
12.4167,6.312
12.5,6.365
12.5833,6.409
12.6667,6.446
12.75,6.473
12.8333,6.493
12.9167,6.503
13.0,6.505
13.0833,6.499
13.1667,6.483
13.25,6.458
13.3333,6.427
13.4167,6.384
13.5,6.337
13.5833,6.28
13.6667,6.215
13.75,6.142
13.8333,6.062
13.9167,5.974
14.0,5.879
14.0833,5.778
14.1667,5.671
14.25,5.557
14.3333,5.438
14.4167,5.313
14.5,5.184
14.5833,5.05
14.6667,4.909
14.75,4.77
14.8333,4.624
14.9167,4.473
15.0,4.326
15.0833,4.173
15.1667,4.02
15.25,3.865
15.3333,3.709
15.4167,3.552
15.5,3.397
15.5833,3.242
15.6667,3.088
15.75,2.935
15.8333,2.784
15.9167,2.636
16.0,2.489
16.0833,2.346
16.1667,2.206
16.25,2.069
16.3333,1.936
16.4167,1.807
16.5,1.682
16.5833,1.562
16.6667,1.446
16.75,1.335
16.8333,1.229
16.9167,1.127
17.0,1.031
17.0833,0.9391
17.1667,0.8526
17.25,0.7711
17.3333,0.6945
17.4167,0.6229
17.5,0.556
17.5833,0.4939
17.6667,0.4363
17.75,0.3832
17.8333,0.3343
17.9167,0.2896
18.0,0.2489
18.0833,0.2119
18.1667,0.1785
18.25,0.1485
18.3333,0.1216
18.4167,0.09782
18.5,0.07688
18.5833,0.05864
18.6667,0.04301
18.75,0.02991
18.8333,0.01946
18.9167,0.0113
