Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,0.0
7.0,0.0
7.0833,2.264e-13
7.1667,1.298e-08
7.25,1.402e-06
7.3333,9.215e-06
7.4167,3.087e-05
7.5,7.48e-05
7.5833,0.0001466
7.6667,0.0002529
7.75,0.0003975
7.8333,0.0005759
7.9167,0.0008019
8.0,0.001083
8.0833,0.001431
8.1667,0.001859
8.25,0.002383
8.3333,0.003017
8.4167,0.003778
8.5,0.004681
8.5833,0.005741
8.6667,0.006972
8.75,0.008388
8.8333,0.01
8.9167,0.01182
9.0,0.01386
9.0833,0.01612
9.1667,0.01861
9.25,0.02133
9.3333,0.0243
9.4167,0.0275
9.5,0.03094
9.5833,0.03462
9.6667,0.03854
9.75,0.04268
9.8333,0.04705
9.9167,0.05163
10.0,0.05641
10.0833,0.06138
10.1667,0.06653
10.25,0.07185
10.3333,0.07731
10.4167,0.08291
10.5,0.08863
10.5833,0.09445
10.6667,0.1003
10.75,0.1063
10.8333,0.1123
10.9167,0.1183
11.0,0.1243
11.0833,0.1303
11.1667,0.1363
11.25,0.1422
11.3333,0.1479
11.4167,0.1537
11.5,0.1592
11.5833,0.1647
11.6667,0.17
11.75,0.175
11.8333,0.1799
11.9167,0.1846
12.0,0.1891
12.0833,0.1932
12.1667,0.1972
12.25,0.2009
12.3333,0.2043
12.4167,0.2073
12.5,0.2101
12.5833,0.2125
12.6667,0.2146
12.75,0.2164
12.8333,0.2176
12.9167,0.2189
13.0,0.2196
13.0833,0.22
13.1667,0.22
13.25,0.2196
13.3333,0.2188
13.4167,0.2178
13.5,0.2165
13.5833,0.2147
13.6667,0.2127
13.75,0.2103
13.8333,0.2075
13.9167,0.2045
14.0,0.2011
14.0833,0.1974
14.1667,0.1935
14.25,0.1894
14.3333,0.1849
14.4167,0.1803
14.5,0.1754
14.5833,0.1702
14.6667,0.165
14.75,0.1596
14.8333,0.154
14.9167,0.1483
15.0,0.1425
15.0833,0.1367
15.1667,0.1307
15.25,0.1247
15.3333,0.1187
15.4167,0.1127
15.5,0.1067
15.5833,0.1007
15.6667,0.09483
15.75,0.08901
15.8333,0.08329
15.9167,0.07768
16.0,0.07221
16.0833,0.06688
16.1667,0.06171
16.25,0.05673
16.3333,0.05193
16.4167,0.04734
16.5,0.04296
16.5833,0.03881
16.6667,0.03488
16.75,0.03118
16.8333,0.02772
16.9167,0.0245
17.0,0.02152
17.0833,0.01878
17.1667,0.01628
17.25,0.014
17.3333,0.01195
17.4167,0.01012
17.5,0.008492
17.5833,0.007064
17.6667,0.005819
17.75,0.004748
17.8333,0.003835
17.9167,0.003065
18.0,0.002423
18.0833,0.001893
18.1667,0.001459
18.25,0.001106
18.3333,0.00082
18.4167,0.0005902
18.5,0.0004085
18.5833,0.0002603
18.6667,0.0001534
18.75,7.911e-05
18.8333,3.284e-05
18.9167,1.03e-05
19.0,1.726e-06
19.0833,2.018e-08
19.1667,9.578e-13
19.25,1.079e-43
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
