Hour,Data
6.0,0.0
6.0833,4.548e-18
6.1667,1.151e-09
6.25,4.47e-07
6.3333,5.912e-06
6.4167,2.255e-05
6.5,6.154e-05
6.5833,0.0001289
6.6667,0.0002319
6.75,0.0003796
6.8333,0.0005629
6.9167,0.0007999
7.0,0.0011
7.0833,0.001476
7.1667,0.001947
7.25,0.002534
7.3333,0.003257
7.4167,0.004138
7.5,0.005201
7.5833,0.006468
7.6667,0.007961
7.75,0.009701
7.8333,0.01171
7.9167,0.014
8.0,0.0166
8.0833,0.01952
8.1667,0.02278
8.25,0.02639
8.3333,0.03037
8.4167,0.03471
8.5,0.03943
8.5833,0.04454
8.6667,0.05002
8.75,0.0559
8.8333,0.06217
8.9167,0.06882
9.0,0.07584
9.0833,0.08323
9.1667,0.09098
9.25,0.09907
9.3333,0.1075
9.4167,0.1162
9.5,0.1252
9.5833,0.1345
9.6667,0.1441
9.75,0.1538
9.8333,0.1639
9.9167,0.174
10.0,0.1844
10.0833,0.1949
10.1667,0.2054
10.25,0.216
10.3333,0.2267
10.4167,0.2374
10.5,0.2481
10.5833,0.2588
10.6667,0.2694
10.75,0.2799
10.8333,0.2902
10.9167,0.3004
11.0,0.3104
11.0833,0.3202
11.1667,0.3298
11.25,0.3391
11.3333,0.3481
11.4167,0.3568
11.5,0.3652
11.5833,0.3732
11.6667,0.3808
11.75,0.388
11.8333,0.3947
11.9167,0.4011
12.0,0.407
12.0833,0.4124
12.1667,0.4173
12.25,0.4217
12.3333,0.4256
12.4167,0.4289
12.5,0.4318
12.5833,0.434
12.6667,0.4358
12.75,0.437
12.8333,0.4376
12.9167,0.4377
13.0,0.4372
13.0833,0.4361
13.1667,0.4345
13.25,0.4317
13.3333,0.4296
13.4167,0.4264
13.5,0.4226
13.5833,0.4183
13.6667,0.4135
13.75,0.4077
13.8333,0.4024
13.9167,0.3962
14.0,0.3895
14.0833,0.3824
14.1667,0.3749
14.25,0.3669
14.3333,0.3584
14.4167,0.35
14.5,0.3411
14.5833,0.3318
14.6667,0.3224
14.75,0.3126
14.8333,0.3025
14.9167,0.2925
15.0,0.2822
15.0833,0.2717
15.1667,0.2611
15.25,0.2505
15.3333,0.2398
15.4167,0.2291
15.5,0.2184
15.5833,0.2078
15.6667,0.1972
15.75,0.1866
15.8333,0.1764
15.9167,0.1661
16.0,0.1561
16.0833,0.1463
16.1667,0.1367
16.25,0.1273
16.3333,0.1182
16.4167,0.1095
16.5,0.101
16.5833,0.0928
16.6667,0.08498
16.75,0.07752
16.8333,0.07041
16.9167,0.06368
17.0,0.05733
17.0833,0.05137
17.1667,0.04579
17.25,0.0406
17.3333,0.03579
17.4167,0.03136
17.5,0.02731
17.5833,0.02361
17.6667,0.02027
17.75,0.01728
17.8333,0.0146
17.9167,0.01224
18.0,0.01016
18.0833,0.008363
18.1667,0.006813
18.25,0.005494
18.3333,0.004384
18.4167,0.003461
18.5,0.002701
18.5833,0.002084
18.6667,0.001586
18.75,0.001187
18.8333,0.0008702
18.9167,0.0006187
19.0,0.0004223
19.0833,0.0002651
19.1667,0.0001522
19.25,7.617e-05
19.3333,3.054e-05
19.4167,8.766e-06
19.5,1.173e-06
19.5833,8.297e-09
19.6667,4.073e-14
19.75,0.0
19.8333,0.0
19.9167,0.0
