Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,1.883e-27
7.0,2.826e-11
7.0833,6.734e-08
7.1667,2.851e-06
7.25,1.386e-05
7.3333,4.158e-05
7.4167,9.444e-05
7.5,0.0001776
7.5833,0.0002933
7.6667,0.0004561
7.75,0.0006541
7.8333,0.0009033
7.9167,0.001213
8.0,0.001597
8.0833,0.002071
8.1667,0.002649
8.25,0.00335
8.3333,0.00419
8.4167,0.005185
8.5,0.006352
8.5833,0.007705
8.6667,0.009256
8.75,0.01102
8.8333,0.01301
8.9167,0.01523
9.0,0.0177
9.0833,0.02042
9.1667,0.02338
9.25,0.02661
9.3333,0.0301
9.4167,0.03384
9.5,0.03784
9.5833,0.04209
9.6667,0.04659
9.75,0.05133
9.8333,0.05631
9.9167,0.0615
10.0,0.06691
10.0833,0.0725
10.1667,0.07827
10.25,0.08422
10.3333,0.09031
10.4167,0.09653
10.5,0.1029
10.5833,0.1093
10.6667,0.1158
10.75,0.1223
10.8333,0.1289
10.9167,0.1354
11.0,0.142
11.0833,0.1485
11.1667,0.155
11.25,0.1614
11.3333,0.1676
11.4167,0.1738
11.5,0.1798
11.5833,0.1857
11.6667,0.1913
11.75,0.1967
11.8333,0.202
11.9167,0.207
12.0,0.2117
12.0833,0.2161
12.1667,0.2203
12.25,0.2242
12.3333,0.2277
12.4167,0.2309
12.5,0.2338
12.5833,0.2363
12.6667,0.2385
12.75,0.2403
12.8333,0.2417
12.9167,0.2428
13.0,0.2434
13.0833,0.2437
13.1667,0.2436
13.25,0.2432
13.3333,0.2423
13.4167,0.2411
13.5,0.2395
13.5833,0.2375
13.6667,0.2351
13.75,0.2325
13.8333,0.2294
13.9167,0.226
14.0,0.2222
14.0833,0.2181
14.1667,0.214
14.25,0.2094
14.3333,0.2046
14.4167,0.1994
14.5,0.1941
14.5833,0.1886
14.6667,0.1828
14.75,0.1769
14.8333,0.1708
14.9167,0.1646
15.0,0.1582
15.0833,0.1519
15.1667,0.1454
15.25,0.1388
15.3333,0.1323
15.4167,0.1257
15.5,0.1191
15.5833,0.1126
15.6667,0.1062
15.75,0.09979
15.8333,0.09352
15.9167,0.08736
16.0,0.08134
16.0833,0.07547
16.1667,0.06978
16.25,0.06427
16.3333,0.05897
16.4167,0.05388
16.5,0.04902
16.5833,0.0444
16.6667,0.04002
16.75,0.03588
16.8333,0.03201
16.9167,0.02839
17.0,0.02503
17.0833,0.02193
17.1667,0.01908
17.25,0.01649
17.3333,0.01414
17.4167,0.01203
17.5,0.01015
17.5833,0.008488
17.6667,0.007032
17.75,0.005771
17.8333,0.004689
17.9167,0.00377
18.0,0.002999
18.0833,0.002359
18.1667,0.001833
18.25,0.001405
18.3333,0.001057
18.4167,0.0007777
18.5,0.000554
18.5833,0.000379
18.6667,0.0002401
18.75,0.0001367
18.8333,6.692e-05
18.9167,2.569e-05
19.0,7.131e-06
19.0833,7.972e-07
19.1667,3.747e-09
19.25,1.853e-15
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
