Hour,Data
7.0,0.05276
7.0833,0.07095
7.1667,0.09207
7.25,0.1164
7.3333,0.144
7.4167,0.1751
7.5,0.2101
7.5833,0.2492
7.6667,0.2925
7.75,0.3404
7.8333,0.3931
7.9167,0.4508
8.0,0.5138
8.0833,0.5823
8.1667,0.6564
8.25,0.7364
8.3333,0.8223
8.4167,0.9143
8.5,1.012
8.5833,1.117
8.6667,1.228
8.75,1.345
8.8333,1.468
8.9167,1.597
9.0,1.733
9.0833,1.875
9.1667,2.022
9.25,2.175
9.3333,2.334
9.4167,2.498
9.5,2.666
9.5833,2.84
9.6667,3.017
9.75,3.199
9.8333,3.384
9.9167,3.573
10.0,3.764
10.0833,3.956
10.1667,4.152
10.25,4.35
10.3333,4.547
10.4167,4.745
10.5,4.944
10.5833,5.141
10.6667,5.337
10.75,5.531
10.8333,5.725
10.9167,5.914
11.0,6.101
11.0833,6.284
11.1667,6.462
11.25,6.636
11.3333,6.805
11.4167,6.968
11.5,7.125
11.5833,7.276
11.6667,7.419
11.75,7.555
11.8333,7.68
11.9167,7.8
12.0,7.915
12.0833,8.017
12.1667,8.107
12.25,8.195
12.3333,8.27
12.4167,8.334
12.5,8.389
12.5833,8.433
12.6667,8.467
12.75,8.491
12.8333,8.504
12.9167,8.506
13.0,8.498
13.0833,8.48
13.1667,8.45
13.25,8.409
13.3333,8.362
13.4167,8.302
13.5,8.232
13.5833,8.153
13.6667,8.064
13.75,7.966
13.8333,7.858
13.9167,7.742
14.0,7.618
14.0833,7.481
14.1667,7.342
14.25,7.199
14.3333,7.045
14.4167,6.885
14.5,6.719
14.5833,6.547
14.6667,6.369
14.75,6.19
14.8333,6.005
14.9167,5.817
15.0,5.623
15.0833,5.432
15.1667,5.237
15.25,5.04
15.3333,4.842
15.4167,4.643
15.5,4.446
15.5833,4.249
15.6667,4.053
15.75,3.858
15.8333,3.665
15.9167,3.476
16.0,3.29
16.0833,3.106
16.1667,2.926
16.25,2.751
16.3333,2.58
16.4167,2.414
16.5,2.253
16.5833,2.097
16.6667,1.947
16.75,1.802
16.8333,1.664
16.9167,1.531
17.0,1.405
17.0833,1.285
17.1667,1.171
17.25,1.064
17.3333,0.9626
17.4167,0.8676
17.5,0.7787
17.5833,0.6959
17.6667,0.6189
17.75,0.5477
17.8333,0.482
17.9167,0.4217
18.0,0.3665
18.0833,0.3163
18.1667,0.2707
18.25,0.2295
18.3333,0.1926
18.4167,0.1595
18.5,0.1301
18.5833,0.1042
18.6667,0.08148
18.75,0.06181
18.8333,0.04503
18.9167,0.03107
