Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,2.315e-28
6.5,2.706e-11
6.5833,7.144e-08
6.6667,3.094e-06
6.75,1.471e-05
6.8333,4.507e-05
6.9167,0.0001033
7.0,0.0001953
7.0833,0.0003171
7.1667,0.0004921
7.25,0.0007082
7.3333,0.0009821
7.4167,0.001326
7.5,0.001756
7.5833,0.002291
7.6667,0.00295
7.75,0.003753
7.8333,0.004723
7.9167,0.005878
8.0,0.00724
8.0833,0.008829
8.1667,0.01066
8.25,0.01276
8.3333,0.01513
8.4167,0.01779
8.5,0.02075
8.5833,0.02404
8.6667,0.02764
8.75,0.03157
8.8333,0.03585
8.9167,0.04046
9.0,0.04541
9.0833,0.0507
9.1667,0.05633
9.25,0.06229
9.3333,0.06857
9.4167,0.07515
9.5,0.08204
9.5833,0.08922
9.6667,0.09667
9.75,0.1044
9.8333,0.1123
9.9167,0.1205
10.0,0.1288
10.0833,0.1374
10.1667,0.146
10.25,0.1548
10.3333,0.1638
10.4167,0.1728
10.5,0.1818
10.5833,0.1909
10.6667,0.1999
10.75,0.209
10.8333,0.218
10.9167,0.2268
11.0,0.2356
11.0833,0.2443
11.1667,0.2528
11.25,0.2611
11.3333,0.2692
11.4167,0.277
11.5,0.2847
11.5833,0.292
11.6667,0.299
11.75,0.3057
11.8333,0.3121
11.9167,0.318
12.0,0.3237
12.0833,0.3288
12.1667,0.3337
12.25,0.3381
12.3333,0.342
12.4167,0.3455
12.5,0.3485
12.5833,0.351
12.6667,0.3531
12.75,0.3547
12.8333,0.3558
12.9167,0.3563
13.0,0.3564
13.0833,0.3561
13.1667,0.3552
13.25,0.3539
13.3333,0.352
13.4167,0.3497
13.5,0.3469
13.5833,0.3435
13.6667,0.3399
13.75,0.3357
13.8333,0.331
13.9167,0.3261
14.0,0.3203
14.0833,0.3148
14.1667,0.3086
14.25,0.3021
14.3333,0.2952
14.4167,0.2879
14.5,0.2805
14.5833,0.2726
14.6667,0.2648
14.75,0.2566
14.8333,0.2482
14.9167,0.2394
15.0,0.2309
15.0833,0.2219
15.1667,0.2131
15.25,0.2041
15.3333,0.195
15.4167,0.1859
15.5,0.1769
15.5833,0.1679
15.6667,0.1589
15.75,0.15
15.8333,0.1413
15.9167,0.1327
16.0,0.1243
16.0833,0.116
16.1667,0.108
16.25,0.1002
16.3333,0.0926
16.4167,0.0853
16.5,0.07828
16.5833,0.07155
16.6667,0.06513
16.75,0.05903
16.8333,0.05326
16.9167,0.04781
17.0,0.0427
17.0833,0.03794
17.1667,0.03351
17.25,0.02942
17.3333,0.02567
17.4167,0.02224
17.5,0.01913
17.5833,0.01633
17.6667,0.01383
17.75,0.01161
17.8333,0.009655
17.9167,0.007956
18.0,0.006491
18.0833,0.005242
18.1667,0.004188
18.25,0.003309
18.3333,0.002585
18.4167,0.001995
18.5,0.001518
18.5833,0.001136
18.6667,0.000831
18.75,0.0005888
18.8333,0.0004002
18.9167,0.0002507
19.0,0.0001418
19.0833,6.914e-05
19.1667,2.641e-05
19.25,7.138e-06
19.3333,7.31e-07
19.4167,2.988e-09
19.5,3.452e-16
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
