Hour,Data
7.0,0.01516
7.0833,0.02476
7.1667,0.03657
7.25,0.05089
7.3333,0.06774
7.4167,0.0872
7.5,0.1094
7.5833,0.1345
7.6667,0.1627
7.75,0.1942
7.8333,0.2291
7.9167,0.2676
8.0,0.3099
8.0833,0.3563
8.1667,0.4068
8.25,0.4617
8.3333,0.5211
8.4167,0.5851
8.5,0.6538
8.5833,0.7273
8.6667,0.8057
8.75,0.8891
8.8333,0.9776
8.9167,1.071
9.0,1.17
9.0833,1.273
9.1667,1.382
9.25,1.495
9.3333,1.613
9.4167,1.735
9.5,1.862
9.5833,1.993
9.6667,2.128
9.75,2.267
9.8333,2.409
9.9167,2.555
10.0,2.703
10.0833,2.854
10.1667,3.006
10.25,3.161
10.3333,3.318
10.4167,3.475
10.5,3.634
10.5833,3.792
10.6667,3.949
10.75,4.107
10.8333,4.264
10.9167,4.418
11.0,4.571
11.0833,4.72
11.1667,4.867
11.25,5.013
11.3333,5.154
11.4167,5.29
11.5,5.422
11.5833,5.546
11.6667,5.67
11.75,5.786
11.8333,5.896
11.9167,5.999
12.0,6.096
12.0833,6.185
12.1667,6.268
12.25,6.343
12.3333,6.41
12.4167,6.468
12.5,6.519
12.5833,6.559
12.6667,6.596
12.75,6.622
12.8333,6.639
12.9167,6.647
13.0,6.646
13.0833,6.637
13.1667,6.619
13.25,6.592
13.3333,6.554
13.4167,6.514
13.5,6.459
13.5833,6.4
13.6667,6.334
13.75,6.256
13.8333,6.175
13.9167,6.084
14.0,5.987
14.0833,5.883
14.1667,5.772
14.25,5.656
14.3333,5.534
14.4167,5.406
14.5,5.274
14.5833,5.137
14.6667,4.996
14.75,4.851
14.8333,4.704
14.9167,4.553
15.0,4.399
15.0833,4.244
15.1667,4.089
15.25,3.931
15.3333,3.774
15.4167,3.615
15.5,3.457
15.5833,3.3
15.6667,3.144
15.75,2.989
15.8333,2.836
15.9167,2.686
16.0,2.538
16.0833,2.393
16.1667,2.251
16.25,2.113
16.3333,1.978
16.4167,1.848
16.5,1.721
16.5833,1.599
16.6667,1.482
16.75,1.369
16.8333,1.261
16.9167,1.158
17.0,1.061
17.0833,0.9677
17.1667,0.8799
17.25,0.797
17.3333,0.7192
17.4167,0.6462
17.5,0.578
17.5833,0.5146
17.6667,0.4558
17.75,0.4014
17.8333,0.3513
17.9167,0.3054
18.0,0.2635
18.0833,0.2254
18.1667,0.1909
18.25,0.1598
18.3333,0.1319
18.4167,0.1071
18.5,0.08521
18.5833,0.06603
18.6667,0.04944
18.75,0.03537
18.8333,0.0238
18.9167,0.01438
