Hour,Data
6.0,0.0
6.0833,0.0
6.1667,0.0
6.25,0.0
6.3333,0.0
6.4167,0.0
6.5,0.0
6.5833,0.0
6.6667,0.0
6.75,0.0
6.8333,0.0
6.9167,0.0
7.0,0.0
7.0833,0.0
7.1667,0.0
7.25,0.0
7.3333,0.0
7.4167,4.09e-15
7.5,3.308e-09
7.5833,6.09e-07
7.6667,5.892e-06
7.75,2.092e-05
7.8333,5.362e-05
7.9167,0.0001097
8.0,0.0001954
8.0833,0.0003042
8.1667,0.0004573
8.25,0.0006392
8.3333,0.0008639
8.4167,0.001138
8.5,0.001472
8.5833,0.001875
8.6667,0.002359
8.75,0.002936
8.8333,0.003616
8.9167,0.004412
9.0,0.005334
9.0833,0.00639
9.1667,0.007589
9.25,0.008939
9.3333,0.01045
9.4167,0.01211
9.5,0.01395
9.5833,0.01595
9.6667,0.01812
9.75,0.02046
9.8333,0.02296
9.9167,0.02564
10.0,0.02847
10.0833,0.03145
10.1667,0.03459
10.25,0.03787
10.3333,0.04127
10.4167,0.0448
10.5,0.04845
10.5833,0.05219
10.6667,0.05602
10.75,0.05992
10.8333,0.06388
10.9167,0.06789
11.0,0.07193
11.0833,0.07598
11.1667,0.08003
11.25,0.08407
11.3333,0.08808
11.4167,0.09204
11.5,0.09594
11.5833,0.09976
11.6667,0.1035
11.75,0.1071
11.8333,0.1106
11.9167,0.1139
12.0,0.1172
12.0833,0.1202
12.1667,0.1231
12.25,0.1257
12.3333,0.1282
12.4167,0.1305
12.5,0.1325
12.5833,0.1344
12.6667,0.136
12.75,0.1373
12.8333,0.1385
12.9167,0.1393
13.0,0.1399
13.0833,0.1403
13.1667,0.1404
13.25,0.1402
13.3333,0.1398
13.4167,0.1392
13.5,0.1382
13.5833,0.1371
13.6667,0.1357
13.75,0.134
13.8333,0.1321
13.9167,0.13
14.0,0.1277
14.0833,0.1252
14.1667,0.1225
14.25,0.1196
14.3333,0.1165
14.4167,0.1132
14.5,0.1099
14.5833,0.1063
14.6667,0.1027
14.75,0.09895
14.8333,0.09511
14.9167,0.0912
15.0,0.08723
15.0833,0.08322
15.1667,0.07918
15.25,0.07512
15.3333,0.07107
15.4167,0.06703
15.5,0.06304
15.5833,0.05908
15.6667,0.0552
15.75,0.05139
15.8333,0.04767
15.9167,0.04405
16.0,0.04054
16.0833,0.03716
16.1667,0.03391
16.25,0.03081
16.3333,0.02785
16.4167,0.02505
16.5,0.02242
16.5833,0.01995
16.6667,0.01764
16.75,0.01551
16.8333,0.01354
16.9167,0.01174
17.0,0.01011
17.0833,0.008639
17.1667,0.007321
17.25,0.006153
17.3333,0.005127
17.4167,0.004233
17.5,0.003462
17.5833,0.002805
17.6667,0.002248
17.75,0.001783
17.8333,0.001395
17.9167,0.001075
18.0,0.0008121
18.0833,0.0005971
18.1667,0.0004237
18.25,0.000278
18.3333,0.0001728
18.4167,9.56e-05
18.5,4.531e-05
18.5833,1.638e-05
18.6667,4.239e-06
18.75,2.515e-07
18.8333,6.697e-10
18.9167,3.102e-18
19.0,0.0
19.0833,0.0
19.1667,0.0
19.25,0.0
19.3333,0.0
19.4167,0.0
19.5,0.0
19.5833,0.0
19.6667,0.0
19.75,0.0
19.8333,0.0
19.9167,0.0
