Hour,Data
7.0,0.0
7.0833,0.0
7.1667,0.0
7.25,0.0
7.3333,2.424e-10
7.4167,2.666e-06
7.5,3.846e-05
7.5833,0.0002418
7.6667,0.0008725
7.75,0.002411
7.8333,0.005581
7.9167,0.01072
8.0,0.01826
8.0833,0.02899
8.1667,0.04175
8.25,0.05707
8.3333,0.07495
8.4167,0.09544
8.5,0.1187
8.5833,0.1448
8.6667,0.1739
8.75,0.2062
8.8333,0.2419
8.9167,0.281
9.0,0.3237
9.0833,0.3701
9.1667,0.4202
9.25,0.4742
9.3333,0.5319
9.4167,0.5935
9.5,0.6589
9.5833,0.7281
9.6667,0.801
9.75,0.8776
9.8333,0.9576
9.9167,1.041
10.0,1.128
10.0833,1.217
10.1667,1.31
10.25,1.405
10.3333,1.503
10.4167,1.602
10.5,1.704
10.5833,1.807
10.6667,1.911
10.75,2.017
10.8333,2.123
10.9167,2.229
11.0,2.335
11.0833,2.441
11.1667,2.546
11.25,2.65
11.3333,2.753
11.4167,2.854
11.5,2.953
11.5833,3.049
11.6667,3.143
11.75,3.234
11.8333,3.321
11.9167,3.405
12.0,3.484
12.0833,3.56
12.1667,3.631
12.25,3.697
12.3333,3.758
12.4167,3.814
12.5,3.865
12.5833,3.909
12.6667,3.95
12.75,3.982
12.8333,4.011
12.9167,4.032
13.0,4.047
13.0833,4.056
13.1667,4.059
13.25,4.055
13.3333,4.046
13.4167,4.03
13.5,4.008
13.5833,3.98
13.6667,3.947
13.75,3.907
13.8333,3.861
13.9167,3.809
14.0,3.754
14.0833,3.692
14.1667,3.626
14.25,3.554
14.3333,3.479
14.4167,3.399
14.5,3.315
14.5833,3.227
14.6667,3.136
14.75,3.042
14.8333,2.945
14.9167,2.846
15.0,2.745
15.0833,2.642
15.1667,2.538
15.25,2.433
15.3333,2.327
15.4167,2.221
15.5,2.115
15.5833,2.009
15.6667,1.903
15.75,1.799
15.8333,1.696
15.9167,1.595
16.0,1.495
16.0833,1.398
16.1667,1.303
16.25,1.21
16.3333,1.121
16.4167,1.035
16.5,0.9514
16.5833,0.8716
16.6667,0.7953
16.75,0.7227
16.8333,0.6538
16.9167,0.5886
17.0,0.5273
17.0833,0.4699
17.1667,0.4163
17.25,0.3664
17.3333,0.3203
17.4167,0.2779
17.5,0.2391
17.5833,0.2037
17.6667,0.1716
17.75,0.1427
17.8333,0.1168
17.9167,0.09378
18.0,0.07349
18.0833,0.05582
18.1667,0.04069
18.25,0.02813
18.3333,0.01761
18.4167,0.01022
18.5,0.005192
18.5833,0.00227
18.6667,0.0008001
18.75,0.0002152
18.8333,3.252e-05
18.9167,2.009e-06
