Hour,Data
7.0,0.001605
7.0833,0.003898
7.1667,0.008081
7.25,0.01443
7.3333,0.02342
7.4167,0.03449
7.5,0.04786
7.5833,0.06353
7.6667,0.08159
7.75,0.1021
7.8333,0.1253
7.9167,0.1511
8.0,0.1799
8.0833,0.2117
8.1667,0.2468
8.25,0.2851
8.3333,0.327
8.4167,0.3724
8.5,0.4216
8.5833,0.4746
8.6667,0.5315
8.75,0.5924
8.8333,0.6575
8.9167,0.7266
9.0,0.8
9.0833,0.8775
9.1667,0.9591
9.25,1.045
9.3333,1.135
9.4167,1.228
9.5,1.326
9.5833,1.428
9.6667,1.533
9.75,1.641
9.8333,1.753
9.9167,1.868
10.0,1.986
10.0833,2.106
10.1667,2.229
10.25,2.353
10.3333,2.48
10.4167,2.607
10.5,2.736
10.5833,2.866
10.6667,2.995
10.75,3.126
10.8333,3.255
10.9167,3.384
11.0,3.511
11.0833,3.638
11.1667,3.762
11.25,3.884
11.3333,4.003
11.4167,4.12
11.5,4.233
11.5833,4.342
11.6667,4.447
11.75,4.548
11.8333,4.644
11.9167,4.733
12.0,4.821
12.0833,4.901
12.1667,4.975
12.25,5.043
12.3333,5.105
12.4167,5.159
12.5,5.208
12.5833,5.249
12.6667,5.284
12.75,5.31
12.8333,5.331
12.9167,5.344
13.0,5.348
13.0833,5.347
13.1667,5.337
13.25,5.321
13.3333,5.297
13.4167,5.265
13.5,5.225
13.5833,5.182
13.6667,5.13
13.75,5.071
13.8333,5.006
13.9167,4.934
14.0,4.857
14.0833,4.773
14.1667,4.685
14.25,4.591
14.3333,4.492
14.4167,4.389
14.5,4.282
14.5833,4.17
14.6667,4.053
14.75,3.937
14.8333,3.816
14.9167,3.693
15.0,3.567
15.0833,3.44
15.1667,3.312
15.25,3.183
15.3333,3.053
15.4167,2.923
15.5,2.793
15.5833,2.664
15.6667,2.536
15.75,2.409
15.8333,2.284
15.9167,2.16
16.0,2.039
16.0833,1.92
16.1667,1.804
16.25,1.691
16.3333,1.581
16.4167,1.474
16.5,1.371
16.5833,1.272
16.6667,1.176
16.75,1.084
16.8333,0.9969
16.9167,0.9134
17.0,0.8341
17.0833,0.759
17.1667,0.688
17.25,0.6211
17.3333,0.5584
17.4167,0.4997
17.5,0.445
17.5833,0.3941
17.6667,0.347
17.75,0.3036
17.8333,0.2637
17.9167,0.2272
18.0,0.194
18.0833,0.1638
18.1667,0.1367
18.25,0.1123
18.3333,0.09064
18.4167,0.07147
18.5,0.05474
18.5833,0.04033
18.6667,0.02821
18.75,0.01846
18.8333,0.01073
18.9167,0.005552
